ENSHGLG00000002435	4930453N24RIK
ENSHGLG00000019285	GPR75
ENSHGLG00000019286	POLRMT
ENSHGLG00000019287	LANCL1
ENSHGLG00000019288	PACSIN1
ENSHGLG00000019289	HERPUD1
ENSHGLG00000019290	DHX16
ENSHGLG00000019292	PSME4
ENSHGLG00000019293	SYT13
ENSHGLG00000019295	AGAP1
ENSHGLG00000019298	SASH1
ENSHGLG00000019300	IQCB1
ENSHGLG00000019304	ALG8
ENSHGLG00000019305	GLT8D1
ENSHGLG00000019306	ZIC4
ENSHGLG00000019308	CAPN1
ENSHGLG00000019309	UBA3
ENSHGLG00000019310	CASP9
ENSHGLG00000019311	TJAP1
ENSHGLG00000019312	SNAPC4
ENSHGLG00000019313	TFAP2A
ENSHGLG00000019314	CNTN2
ENSHGLG00000019317	INCA1
ENSHGLG00000019318	HMGA1
ENSHGLG00000019319	ZMIZ1
ENSHGLG00000019320	STK16
ENSHGLG00000019321	STAP1
ENSHGLG00000019324	TDRD6
ENSHGLG00000019325	WDR18
ENSHGLG00000019327	PFAS
ENSHGLG00000019328	NUDT3
ENSHGLG00000019329	MMS19
ENSHGLG00000019330	YEATS2
ENSHGLG00000019331	STXBP1
ENSHGLG00000019332	KCNAB1
ENSHGLG00000019333	PTK7
ENSHGLG00000019334	BRD2
ENSHGLG00000019335	AURKB
ENSHGLG00000019336	TXNDC5
ENSHGLG00000019337	BLOC1S6
ENSHGLG00000019338	PRSS8
ENSHGLG00000019339	RPS3
ENSHGLG00000019340	ZIC1
ENSHGLG00000019341	PAPPA
ENSHGLG00000019342	KDM2A
ENSHGLG00000019343	DUSP10
ENSHGLG00000019344	DCTN5
ENSHGLG00000019345	LIPH
ENSHGLG00000019346	FNDC9
ENSHGLG00000019347	EYA1
ENSHGLG00000019350	DUOXA2
ENSHGLG00000019351	ZCCHC3
ENSHGLG00000019353	FOXA3
ENSHGLG00000019354	CACNA1G
ENSHGLG00000019357	CLIC3
ENSHGLG00000019358	ADGRF5
ENSHGLG00000019359	RELB
ENSHGLG00000019360	CTXN1
ENSHGLG00000019361	EAF2
ENSHGLG00000019363	ANXA6
ENSHGLG00000019364	PGLS
ENSHGLG00000019367	FAM160A2
ENSHGLG00000019368	SLC33A1
ENSHGLG00000019369	WDR83OS
ENSHGLG00000019370	SAMD14
ENSHGLG00000019371	MRPS18B
ENSHGLG00000019373	CUL9
ENSHGLG00000019374	THRAP3
ENSHGLG00000019376	CDH16
ENSHGLG00000019377	PTS
ENSHGLG00000019378	NANOS3
ENSHGLG00000019380	MOG
ENSHGLG00000019382	CCR5
ENSHGLG00000019384	MED6
ENSHGLG00000019385	SURF4
ENSHGLG00000019390	SLC13A1
ENSHGLG00000019391	GABBR1
ENSHGLG00000019392	PTBP1
ENSHGLG00000019393	ZNRD1
ENSHGLG00000019394	ARL6IP5
ENSHGLG00000019395	LTF
ENSHGLG00000019396	NOS2
ENSHGLG00000019398	GCSH
ENSHGLG00000019399	RAB2A
ENSHGLG00000019401	ATAT1
ENSHGLG00000019402	TRAF1
ENSHGLG00000019403	ITIH1
ENSHGLG00000019404	TNC
ENSHGLG00000019406	UBAC2
ENSHGLG00000019407	PKD2L2
ENSHGLG00000019408	CEP128
ENSHGLG00000019410	APOA4
ENSHGLG00000019411	CDO1
ENSHGLG00000019412	SH3BP4
ENSHGLG00000019414	AJAP1
ENSHGLG00000019415	GPR183
ENSHGLG00000019416	AMT
ENSHGLG00000019417	RFC3
ENSHGLG00000019418	SERP1
ENSHGLG00000019419	SESN3
ENSHGLG00000019421	PLA2G7
ENSHGLG00000019425	FBXO7
ENSHGLG00000019426	FYCO1
ENSHGLG00000019427	TRIM26
ENSHGLG00000019429	NEK4
ENSHGLG00000019431	LRPAP1
ENSHGLG00000019433	POLH
ENSHGLG00000019434	PLCD1
ENSHGLG00000019436	CMC2
ENSHGLG00000019437	ALKBH3
ENSHGLG00000019440	KISS1R
ENSHGLG00000019441	POLR1C
ENSHGLG00000019442	WBSCR17
ENSHGLG00000019443	ZBBX
ENSHGLG00000019444	RDH12
ENSHGLG00000019445	SKIV2L2
ENSHGLG00000019447	SLAIN2
ENSHGLG00000019448	TSKU
ENSHGLG00000019449	SCG3
ENSHGLG00000019451	THBS3
ENSHGLG00000019453	CACFD1
ENSHGLG00000019455	PIM1
ENSHGLG00000019456	CARD19
ENSHGLG00000019457	SERPINI1
ENSHGLG00000019458	TMED2
ENSHGLG00000019459	SIAH2
ENSHGLG00000019460	OSBP
ENSHGLG00000019461	RHBDL3
ENSHGLG00000019462	LRRC4C
ENSHGLG00000019464	CDK5RAP3
ENSHGLG00000019465	TMED4
ENSHGLG00000019466	BMT2
ENSHGLG00000019471	TMIE
ENSHGLG00000019474	RING1
ENSHGLG00000019475	DUSP12
ENSHGLG00000019477	PPP1R10
ENSHGLG00000019478	SLC15A1
ENSHGLG00000019480	CFAP46
ENSHGLG00000019481	CMSS1
ENSHGLG00000019482	GMPS
ENSHGLG00000019483	SLC25A53
ENSHGLG00000019486	CLDN19
ENSHGLG00000019489	NCBP2
ENSHGLG00000019490	CFAP157
ENSHGLG00000019492	ZPLD1
ENSHGLG00000019495	CASP8
ENSHGLG00000019499	P3H1
ENSHGLG00000019500	STK24
ENSHGLG00000019503	KLF17
ENSHGLG00000019504	POLL
ENSHGLG00000019505	PSMD11
ENSHGLG00000019506	ATF6
ENSHGLG00000019508	ELOVL7
ENSHGLG00000019509	EHMT2
ENSHGLG00000019510	ZSWIM2
ENSHGLG00000019513	GPATCH2
ENSHGLG00000019514	NDUFAF2
ENSHGLG00000019515	HLX
ENSHGLG00000019517	ERCC8
ENSHGLG00000019518	FARP1
ENSHGLG00000019519	CMTM5
ENSHGLG00000019520	SCYL3
ENSHGLG00000019521	IRS1
ENSHGLG00000019522	CD5
ENSHGLG00000019523	DEPDC1B
ENSHGLG00000019524	YJEFN3
ENSHGLG00000019526	USP35
ENSHGLG00000019530	ITGAV
ENSHGLG00000019533	ISG20L2
ENSHGLG00000019534	CLASRP
ENSHGLG00000019535	FBXO48
ENSHGLG00000019536	APOA1
ENSHGLG00000019537	ATG16L1
ENSHGLG00000019538	ANKZF1
ENSHGLG00000019540	AKAP8L
ENSHGLG00000019541	ILDR2
ENSHGLG00000019543	KCNS3
ENSHGLG00000019544	PEX16
ENSHGLG00000019547	CRELD1
ENSHGLG00000019548	XCR1
ENSHGLG00000019550	SYCE1
ENSHGLG00000019552	RNF39
ENSHGLG00000019553	GLYR1
ENSHGLG00000019554	PDE9A
ENSHGLG00000019555	TNFRSF21
ENSHGLG00000019556	CRABP2
ENSHGLG00000019557	ANKLE2
ENSHGLG00000019558	MTCH1
ENSHGLG00000019559	MYH11
ENSHGLG00000019560	EIF4E3
ENSHGLG00000019561	ZFAND3
ENSHGLG00000019562	CMTR1
ENSHGLG00000019570	ALPK1
ENSHGLG00000019572	WAS
ENSHGLG00000019573	RFX6
ENSHGLG00000019575	UFL1
ENSHGLG00000019576	N4BP1
ENSHGLG00000019577	MFSD5
ENSHGLG00000019579	TRAPPC12
ENSHGLG00000019580	HECTD3
ENSHGLG00000019581	PPP1R3A
ENSHGLG00000019583	ZIC2
ENSHGLG00000019584	ZIC5
ENSHGLG00000019585	ADGRG7
ENSHGLG00000019587	MDFIC
ENSHGLG00000019590	FOXP2
ENSHGLG00000019591	GPR85
ENSHGLG00000019592	CLYBL
ENSHGLG00000019593	NFKBIZ
ENSHGLG00000019594	TM9SF2
ENSHGLG00000019595	YBX1
ENSHGLG00000019599	PUS10
ENSHGLG00000019600	BCL11A
ENSHGLG00000019601	REL
ENSHGLG00000019603	ACYP2
ENSHGLG00000019604	FCRLB
ENSHGLG00000019605	ERLEC1
ENSHGLG00000019607	COL8A1
ENSHGLG00000019608	CHAC2
ENSHGLG00000019609	FCRLA
ENSHGLG00000019610	PAPOLG
ENSHGLG00000019613	ASB3
ENSHGLG00000019641	GPRASP1
ENSHGLG00000019704	AGTR2
ENSHGLG00000019745	NEUROD4
ENSHGLG00000019763	TCEANC
ENSHGLG00000019767	TRMT10C
ENSHGLG00000019769	SPIN4
ENSHGLG00000019778	GPR174
ENSHGLG00000019795	DDI1
ENSHGLG00000019810	CCDC70
ENSHGLG00000019824	IMP3
ENSHGLG00000019832	ZCCHC12
ENSHGLG00000019839	BBS12
ENSHGLG00000019848	HRH1
ENSHGLG00000019852	GPR15
ENSHGLG00000019856	TLR1
ENSHGLG00000019862	C3AR1
ENSHGLG00000019874	CHAMP1
ENSHGLG00000019887	ARMCX2
ENSHGLG00000019894	POU3F2
ENSHGLG00000019901	GEMIN7
ENSHGLG00000019939	HTR1F
ENSHGLG00000019950	MAB21L2
ENSHGLG00000019958	GPR33
ENSHGLG00000019965	ASCL3
ENSHGLG00000019987	CLDN20
ENSHGLG00000019988	MAS1
ENSHGLG00000020009	HSPB3
ENSHGLG00000020015	MAGEE1
ENSHGLG00000020019	RNASE10
ENSHGLG00000020028	RNASE12
ENSHGLG00000020039	GREM2
ENSHGLG00000020052	PRSS35
ENSHGLG00000020055	EPM2AIP1
ENSHGLG00000020072	PSMB11
ENSHGLG00000020074	METTL18
ENSHGLG00000020078	KBTBD7
ENSHGLG00000020080	TLR2
ENSHGLG00000020086	OLIG3
ENSHGLG00000020104	PABPC4L
ENSHGLG00000020105	FPR1
ENSHGLG00000020127	LDOC1
ENSHGLG00000020130	CAPZA3
ENSHGLG00000020132	TRAM1L1
ENSHGLG00000020140	SPPL2C
ENSHGLG00000020145	UBQLN2
ENSHGLG00000020158	FOXG1
ENSHGLG00000020163	UTP3
ENSHGLG00000020193	LPAR6
ENSHGLG00000020197	HTR1B
ENSHGLG00000020201	IFNK
ENSHGLG00000020206	GPR65
ENSHGLG00000020210	B3GALT1
ENSHGLG00000020229	GPRASP2
ENSHGLG00000020244	ACTL7A
ENSHGLG00000020247	CLDN17
ENSHGLG00000020252	GPRIN2
ENSHGLG00000020273	DNAJC28
ENSHGLG00000020283	SDHAF1
ENSHGLG00000020294	ARL4C
ENSHGLG00000020297	CETN1
ENSHGLG00000020298	GJA5
ENSHGLG00000020302	SLITRK1
ENSHGLG00000020316	PCDHB1
ENSHGLG00000020322	PLEKHF2
ENSHGLG00000020352	SOX1
ENSHGLG00000020357	AMER1
ENSHGLG00000020365	RNASE13
ENSHGLG00000020374	TLR5
ENSHGLG00000020394	EVI2B
ENSHGLG00000020396	KRTAP7-1
ENSHGLG00000020397	NHLH1
ENSHGLG00000020409	MAFB
ENSHGLG00000020410	GPR20
ENSHGLG00000020426	KRTAP11-1
ENSHGLG00000020429	GPR119
ENSHGLG00000020431	ACTL7B
ENSHGLG00000020461	CTXN3
ENSHGLG00000020474	KLHL34
ENSHGLG00000020482	GJA8
ENSHGLG00000020484	PFN3
ENSHGLG00000020486	GPR1
ENSHGLG00000020489	ADRB2
ENSHGLG00000020493	ATXN7L3B
ENSHGLG00000020498	TRMT12
ENSHGLG00000020509	KCNJ11
ENSHGLG00000020514	LRRC30
ENSHGLG00000020532	SSTR1
ENSHGLG00000020546	HTR1D
ENSHGLG00000020561	DCAF12L2
ENSHGLG00000020564	RAG2
ENSHGLG00000020565	RAG1
ENSHGLG00000020566	FAM181B
ENSHGLG00000020575	SOX21
ENSHGLG00000020594	CDK5R2
ENSHGLG00000020613	B3GALT6
ENSHGLG00000020618	KLF14
ENSHGLG00000020621	HPS6
ENSHGLG00000020622	RPP25
ENSHGLG00000020623	ATOH1
ENSHGLG00000020631	WDR89
ENSHGLG00000020633	SLC18A3
ENSHGLG00000020639	MAFA
ENSHGLG00000020646	CCDC182
ENSHGLG00000020656	TMEM203
ENSHGLG00000020657	RHOB
ENSHGLG00000020658	PROB1
ENSHGLG00000020660	TRIM60
ENSHGLG00000020661	HPDL
ENSHGLG00000020662	SLC35A4
ENSHGLG00000020667	RPRM
ENSHGLG00000020670	KLHDC7A
ENSHGLG00000020674	CLDN8
ENSHGLG00000020679	UCN
ENSHGLG00000020683	SFN
ENSHGLG00000020688	KCNA10
ENSHGLG00000020689	TMEM229A
ENSHGLG00000020693	BHLHE23
ENSHGLG00000020696	NHLRC4
ENSHGLG00000020698	PURA
ENSHGLG00000020699	CEBPD
ENSHGLG00000020703	EXOC8
ENSHGLG00000020706	LRRC10B
ENSHGLG00000020715	GJB4
ENSHGLG00000020718	C5AR2
ENSHGLG00000020721	PPP1R26
ENSHGLG00000020722	CLDN23
ENSHGLG00000020723	CCDC71
ENSHGLG00000020729	FOXE1
ENSHGLG00000020732	CHRM5
ENSHGLG00000020737	PHLDA2
ENSHGLG00000020740	JUN
ENSHGLG00000020743	LRRC3
ENSHGLG00000020760	ARL14
ENSHGLG00000020765	CNR2
ENSHGLG00000020768	ADRA2A
ENSHGLG00000020775	FOXL2
ENSHGLG00000020777	FOXL1
ENSHGLG00000020778	TSSK6
ENSHGLG00000020780	ZNHIT2
ENSHGLG00000020782	KCTD12
ENSHGLG00000020785	CHST4
ENSHGLG00000020789	LPAR5
ENSHGLG00000020795	GPR62
ENSHGLG00000020798	CLDN9
ENSHGLG00000020801	FAM187A
ENSHGLG00000020809	MOCS3
ENSHGLG00000020818	MAGEL2
ENSHGLG00000020827	KCTD11
ENSHGLG00000020838	FZD9
ENSHGLG00000020856	CHRM3
ENSHGLG00000020857	MGAT2
ENSHGLG00000020865	PLPP6
ENSHGLG00000020872	OTUD1
ENSHGLG00000020878	IER5L
ENSHGLG00000020880	GPR152
ENSHGLG00000020885	KRTAP3-1
ENSHGLG00000020886	CCDC85B
ENSHGLG00000020887	EXO5
ENSHGLG00000020891	MC1R
ENSHGLG00000020895	CCDC87
ENSHGLG00000020896	RGS9BP
ENSHGLG00000020908	PIGM
ENSHGLG00000020911	JRK
ENSHGLG00000020912	RHOH
ENSHGLG00000020917	SOX2
ENSHGLG00000020921	NOG
ENSHGLG00000020928	ZFP2
ENSHGLG00000020932	ZBED4
ENSHGLG00000020939	TMEM121
ENSHGLG00000020947	MPEG1
ENSHGLG00000020948	SMCO4
ENSHGLG00000020962	GPR160
ENSHGLG00000020982	CLDN5
ENSHGLG00000020986	NEUROG1
ENSHGLG00000021009	RASSF10
ENSHGLG00000021034	BDKRB1
ENSHGLG00000021045	PTAFR
ENSHGLG00000021046	RMI1
ENSHGLG00000021050	CXCR2
ENSHGLG00000021054	CXCR1
ENSHGLG00000021068	RNF222
ENSHGLG00000021071	S1PR4
ENSHGLG00000021072	GPR4
ENSHGLG00000021073	LDOC1L
ENSHGLG00000021074	ACKR2
ENSHGLG00000021075	DOLK
ENSHGLG00000021077	TICAM1
ENSHGLG00000021079	ANKRD63
ENSHGLG00000021102	FAM43B
ENSHGLG00000021111	CCDC184
ENSHGLG00000021113	SP6
ENSHGLG00000021118	APLNR
ENSHGLG00000021119	PPP1R3D
ENSHGLG00000021130	RPL10L
ENSHGLG00000021137	SCG2
ENSHGLG00000021143	AKAP5
ENSHGLG00000021163	MFSD6L
ENSHGLG00000021171	HCAR1
ENSHGLG00000021187	CCR3
ENSHGLG00000021188	KLHL9
ENSHGLG00000021191	ZBED5
ENSHGLG00000021203	CALML3
ENSHGLG00000021223	FANCD2OS
ENSHGLG00000021228	CCR1
ENSHGLG00000021229	FAM217B
ENSHGLG00000021232	RANBP6
ENSHGLG00000021235	MBLAC1
ENSHGLG00000021243	TICAM2
ENSHGLG00000021247	FOXS1
ENSHGLG00000021255	LCMT2
ENSHGLG00000021260	INAFM2
ENSHGLG00000021265	INSM1
ENSHGLG00000021269	PNMA1
ENSHGLG00000021270	FFAR1
ENSHGLG00000021277	MAGEB3
ENSHGLG00000021278	CCR8
ENSHGLG00000021282	ADAM21
ENSHGLG00000021298	FIGNL1
ENSHGLG00000021300	TMEM30B
ENSHGLG00000021301	RAP2B
ENSHGLG00000021302	NRARP
ENSHGLG00000021303	XIRP1
ENSHGLG00000021304	MC4R
ENSHGLG00000021307	FZD10
ENSHGLG00000021308	ARF6
ENSHGLG00000021310	TMEM158
ENSHGLG00000021311	B3GNT5
ENSHGLG00000021312	CLDN3
ENSHGLG00000021313	EXOSC6
ENSHGLG00000021314	MC3R
ENSHGLG00000021315	FOXC2
ENSHGLG00000021317	FAM43A
ENSHGLG00000021318	TPBGL
ENSHGLG00000021319	FOXC1
ENSHGLG00000021321	GAS1
ENSHGLG00000021323	CENPB
ENSHGLG00000021324	GPR141
ENSHGLG00000021327	A4GALT
ENSHGLG00000021328	CENPI
ENSHGLG00000021330	JUNB
ENSHGLG00000021336	TRIL
ENSHGLG00000021337	SMIM10L1
ENSHGLG00000021338	FZD2
ENSHGLG00000021344	GPR171
ENSHGLG00000021353	FERD3L
ENSHGLG00000021356	TSPYL5
ENSHGLG00000021359	ZBTB9
ENSHGLG00000021363	H2AFJ
ENSHGLG00000021364	ADRA2C
ENSHGLG00000021372	CLDN22
ENSHGLG00000021373	NPBWR1
ENSHGLG00000021387	FRAT2
ENSHGLG00000021391	SLC25A2
ENSHGLG00000021392	ITPRIPL2
ENSHGLG00000021393	P2RY13
ENSHGLG00000021394	CHST2
ENSHGLG00000021395	CPN2
ENSHGLG00000021406	SF3B5
ENSHGLG00000021411	MAB21L1
ENSHGLG00000021422	GPR3
ENSHGLG00000021423	RRS1
ENSHGLG00000021425	POU3F1
ENSHGLG00000021426	IRF2BP1
ENSHGLG00000021429	FAM122A
ENSHGLG00000021430	ACTRT2
ENSHGLG00000021470	SNORD12
ENSHGLG00000021520	SNORD90
ENSHGLG00000021586	SNORD4A
ENSHGLG00000021590	SNORD83B
ENSHGLG00000021595	SNORD17
ENSHGLG00000021626	SNORD99
ENSHGLG00000021959	SNORD34
ENSHGLG00000022059	MIR302B
ENSHGLG00000022062	MIR216A
ENSHGLG00000022096	MIR214
ENSHGLG00000022099	MIR221
ENSHGLG00000022106	MIR183
ENSHGLG00000022113	MIR23A
ENSHGLG00000022117	MIR193A
ENSHGLG00000022119	MIR150
ENSHGLG00000022123	MIR331
ENSHGLG00000022125	MIR876
ENSHGLG00000022128	MIR218-1
ENSHGLG00000022139	MIR339
ENSHGLG00000022162	MIR192
ENSHGLG00000022176	MIR302C
ENSHGLG00000022180	MIR143
ENSHGLG00000022183	MIR137
ENSHGLG00000022201	MIR505
ENSHGLG00000022202	MIR152
ENSHGLG00000022241	MIR501
ENSHGLG00000022251	MIR532
ENSHGLG00000022252	MIR302A
ENSHGLG00000022257	MIR452
ENSHGLG00000022261	MIR302D
ENSHGLG00000022263	MIR29C
ENSHGLG00000022264	MIR206
ENSHGLG00000022266	MIR191
ENSHGLG00000022268	MIR1251
ENSHGLG00000022272	MIR330
ENSHGLG00000022273	MIR224
ENSHGLG00000022288	MIR367
ENSHGLG00000022293	MIR582
ENSHGLG00000022298	MIR375
ENSHGLG00000022309	MIR451A
ENSHGLG00000022319	MIR342
ENSHGLG00000022325	SNORD98
ENSHGLG00000022337	SNORD61
ENSHGLG00000022352	MIR133B
ENSHGLG00000022358	MIR216B
ENSHGLG00000022360	MIR874
ENSHGLG00000022362	MIR32
ENSHGLG00000022364	MIR122
ENSHGLG00000022365	MIR190A
ENSHGLG00000022367	MIR598
ENSHGLG00000022371	MIR200C
ENSHGLG00000022375	MIR346
ENSHGLG00000022377	MIR490
ENSHGLG00000022416	SNORA21
ENSHGLG00000022462	MIR497
ENSHGLG00000022468	MIR802
ENSHGLG00000022469	MIR592
ENSHGLG00000022482	MIR135B
ENSHGLG00000022504	MIR138-2
ENSHGLG00000022512	MIR132
ENSHGLG00000022522	MIR142
ENSHGLG00000022523	MIR455
ENSHGLG00000022527	MIR491
ENSHGLG00000022531	MIR106B
ENSHGLG00000022539	MIR188
ENSHGLG00000022540	MIR222
ENSHGLG00000022541	MIR361
ENSHGLG00000022548	MIR96
ENSHGLG00000022566	MIR425
ENSHGLG00000022572	MIR9-1
ENSHGLG00000022573	MIR767
ENSHGLG00000022585	MIR761
ENSHGLG00000022598	MIR335
ENSHGLG00000022609	MIR186
ENSHGLG00000022614	MIR144
ENSHGLG00000022617	MIR675
ENSHGLG00000022638	SNORA5C
ENSHGLG00000022654	SNORD87
ENSHGLG00000022742	MIR340
ENSHGLG00000022743	MIR19A
ENSHGLG00000022744	MIR217
ENSHGLG00000022746	MIR676
ENSHGLG00000022789	MIR212
ENSHGLG00000022792	MIR25
ENSHGLG00000022810	SNORD107
ENSHGLG00000023462	SNORD123
ENSHGLG00000023471	SCARNA10
ENSHGLG00000023614	SNORD82
ENSHGLG00000023809	SNORD38A
ENSHGLG00000024326	SNORD35A
ENSHGLG00000024333	SNORD35B
ENSHGLG00000024413	SNORD70
ENSHGLG00000025067	SNORD67
ENSHGLG00000025140	SNORA47
ENSHGLG00000025145	SNORA61
ENSHGLG00000001387	CRYBG3
ENSHGLG00000002702	RNF170
ENSHGLG00000004416	BCL9L
ENSHGLG00000004449	DLG2
ENSHGLG00000008571	BTBD8
ENSHGLG00000009771	MAP2K7
ENSHGLG00000013773	CCL19
ENSHGLG00000015600	KLKB1
ENSHGLG00000016472	ST6GALNAC2
ENSHGLG00000018374	ITGAM
ENSHGLG00000001368	AK6
ENSHGLG00000009979	GMPR
ENSHGLG00000015347	MYL9
101699016	GM1045
101704232	EPGN
101706767	PPBP
101707377	CXCL5
101713360	GM6916
101715376	TREX1
101718464	UCN2
101718816	COL7A1
101714413	IQCF1
101724570	PRR23A1
101712881	LEKR1
101723032	WDR49
101715120	GM8113
101724814	EGFEM1
101721871	LRRIQ4
101726664	LRRC31
101698391	TMEM212
101701652	SPATA31
106009284	SOX2OT
101700798	MUC4
101709884	GP5
101696532	LRRC15
101710246	UTS2B
101711335	TMEM207
101715954	RTP4
101722102	HRG
101703283	TEDDM3
101698388	SPINK8
101702000	MAP4
101725825	CXCR6
101725941	EIF1B
101726549	MYRIP
101697147	MOBP
101722346	MUC13
101723747	SCN11A
101700948	BCL2L10
101705201	FAM227B
101717788	SHC4
101716301	GM884
101718367	FSCB
101720116	GM5114
101698274	GM36028
101724000	4930435E12RIK
101700094	GCSAM
101707747	DPPA4
101705810	DPPA2
101707986	MYH15
101715962	CCDC54
101714551	GALNT5
101701758	SFT2D3
101710850	AMER3
101699610	TMEM185B
101701171	CFAP221
101725578	MAP3K19
101707270	FAM170A
101713741	TIFAB
101717234	4930524B15RIK
101712531	TIMD4
101701416	HAVCR2
101704258	CDKL3
101715026	SOWAHA
101708584	SLC36A3
101708942	COL23A1
101710725	OLFR1377
101711085	ZFP879
106007614	ZFP354C
101725457	3010026O09RIK
101700333	ZBTB42
106007708	RD3L
101722355	ZFP839
101700466	MOK
101697914	DIO3
101701180	RTL1
101704738	TCL1
101710491	CATSPERB
106007721	GM10112
101709555	IRF2BPL
101705334	BBOF1
101709781	ACOT6
101722826	ACOT3
101723172	HEATR4
101712659	2410016O06RIK
101725720	ADAM4
101701768	ZBTB1
101714780	1700086L19RIK
101706070	CCDC175
101706418	GPR135
101707276	XKR4
101701422	NINJ2
101706789	RAD52
101697035	FBXL14
101709913	GM35339
101714924	K230010J24RIK
101699267	LY6L
101702244	LY6D
101715296	MROH4
101716318	MROH5
101724366	TMEM71
101721539	GSDMC
101723521	ZHX2
101699389	AFM
101702954	MTNR1B
101706685	VSTM5
101711725	FUT4
101711355	PIWIL4
101698676	FOXD4
101720014	PDCD1LG2
101720836	RRAGA
101699626	IFNE
101703525	IZUMO3
101706688	TUSC1
101706074	EQTN
101702812	AI464131
101704146	RP23-145I16.5
101718500	BLNK
101714790	CUZD1
101715149	5430419D17RIK
101699985	4933411K16RIK
101725731	5830411N06RIK
101701563	ADAM8
101697044	6430531B16RIK
101706918	LRRC27
101715751	MKI67
101704748	TMEM159
101713535	FAM24A
101711849	PNLIPRP1
101717714	RAD51AP2
101723528	SDC1
101699048	1700001C02RIK
101697185	PRR30
101699275	RMDN2
101703668	TTC39D
101714795	TMEM247
106008920	4932415D10RIK
106008943	INMT
101705838	ABCB5
106008946	AGMO
106008932	4921504E06RIK
101710142	CDHR3
101697045	GSAP
101715516	RP24-388A6.3
101709434	PCLO
101701072	ZPBP
101709924	PKD1L1
101709220	GM11985
101712805	NACAD
101725736	GM45525
101701073	ZFP949
101715658	WBSCR28
101715994	WBSCR27
101699761	CLDN4
101703090	DNAJC30
101719443	MUC3
101704866	MUC3A
101720145	ZAN
101721195	GJC3
101707418	POU6F2
101715521	A530099J19RIK
101710389	CCM2L
101717935	DEFB45
101717384	DEFB19
101718623	DEFB20
101726463	SRXN1
101717386	RSPO4
101721198	F830045P16RIK
101718061	FASTKD5
101722024	SCP2D1
101700359	THBD
101705100	GM28071
101706198	ZBP1
101722729	EDN3
106009039	CDH26
101709798	BIRC7
101710151	NKAIN4
101711980	ABHD16B
101711112	OLFR1258
101709335	OLFR314
101704452	DPYD
101697203	LRRC37A
101700497	HFM1
101709445	SPATA1
101697690	IFI44
101714008	TNNI3K
101714339	LRRIQ3
101714691	4930570G19RIK
101717039	PTGER3
101717939	4921539E11RIK
101701327	WDR78
101711115	UBE2U
101721201	TM2D1
101720954	OLFR465-PS1
101722627	1810065E05RIK
101725617	OLFR466
101697691	SPZ1
101698054	RASGRF2
101704288	ZCCHC9
101716103	C130071C03RIK
101700242	ADGRV1
101707070	PDZPH1
101698181	IGIP
101715318	E230025N22RIK
101707177	RUNX1T1
101704766	SLC10A5
101705736	A830018L16RIK
101708039	KRTAP24-1
101704990	KRTAP26-1
101705740	KRTAP27-1
101708736	KRTAP13-1
101709449	KRTAP14
101706447	KRTAP15
101710888	KRTAP20-2
101703919	4930563D23RIK
101711866	B3GALT5
101712456	SH3BGR
101714700	BRWD1
101716458	RIPPLY3
101709233	UBASH3A
106009228	GM19402
106009230	GM10272
101712821	1700018B08RIK
101710653	KLHDC4
101715670	PKD1L2
101705855	ADAT1
101720516	MLKL
101696339	HYDIN
106009246	GM5914
101714596	PLEKHG4
101718528	LRRC29
101722635	B3GNT9
101725362	CES4A
101709810	CNGB1
101713307	HIRA
106009292	GM16314
101697699	CCDC188
101703799	CCDC116
101706709	TMEM191C
101700513	TMEM211
101718642	MIAT
106009324	GM42778
101722394	HSCB
101705496	OSM
101722746	DUSP18
101707315	4921536K21RIK
101714128	GSTT2
101711500	CMKLR1
101713557	TMEM119
101713908	SELPLG
101705493	ADAM1B
101710048	FAM109A
106009289	4932422M17RIK
101697067	IL31
101697436	B3GNT4
101712230	ZCCHC8
101708050	TMEM132D
101703560	LRCOL1
101723325	SLC25A15
101726243	SERPINE3
101726611	GUCY1B2
101720633	DLEU2
101697220	KCNRG
101697959	CYSLTR2
101710769	RUBCNL
101700515	LRRC63
101715547	ACOXL
101711503	ANKRD23
101721095	IL18RAP
101716926	POU3F3
101723797	GM44457
101720748	CD8A
101703110	REG1
101705259	SPIC
101709244	CFAP54
101714959	CCER1
106009396	GALNT4
101720168	GLIPR1L2
101720529	CAPS2
101725771	NKD2
101700024	TAS2R119
101705369	MARCH11
101706833	HDAC10
101710667	EFCAB6
101721336	GM29019
101701815	MEI1
101719705	4930407I10RIK
101723567	FAM227A
101710305	MAFF
101724174	SKA2
101697828	MROH7
101703229	BC049715
101711144	CLEC12B
101713324	KLRK1
101713681	KLRC1
101714034	KLRA1
101720640	RNF146
101698722	2310057J18RIK
101722863	THEMIS
101697719	NDUFAF6
101710782	2010111I01RIK
101716590	ERCC6L2
101720058	TMEM123
101724766	PHF3
101722055	NEUROG3
101707807	MSS51
101700639	ADGRF4
101703469	CAPN11
101726742	PTCRA
101702058	TBCC
101703822	TREML4
101716715	TREML2
101706011	PXT1
101706354	4930539E08RIK
101707456	TULP1
101722054	B3GALT4
101715442	FKBPL
101712839	TNXB
101714272	LY6G5C
101709604	D17H6S53E
101716941	LTB
101716718	2300002M23RIK
101717068	DPCR1
101702518	MDC1
101718098	TRIM40
101719128	ZFP57
101715444	CLNK
101719585	GM1043
