ENSMUSG00000059920.9	4930453N24RIK	ENSMUSG00000059920
ENSMUSG00000055385.12	RNF212	ENSMUSG00000055385
ENSMUSG00000055409.14	NELL1	ENSMUSG00000055409
ENSMUSG00000055415.7	ATP10B	ENSMUSG00000055415
ENSMUSG00000055421.8	PCDH9	ENSMUSG00000055421
ENSMUSG00000055430.4	NAP1L5	ENSMUSG00000055430
ENSMUSG00000055435.6	MAF	ENSMUSG00000055435
ENSMUSG00000055436.18	SRSF11	ENSMUSG00000055436
ENSMUSG00000055447.18	CD47	ENSMUSG00000055447
ENSMUSG00000055471.6	ALK	ENSMUSG00000055471
ENSMUSG00000055485.6	SOGA1	ENSMUSG00000055485
ENSMUSG00000055489.8	ANO5	ENSMUSG00000055489
ENSMUSG00000055493.4	EPM2A	ENSMUSG00000055493
ENSMUSG00000055531.12	CPSF6	ENSMUSG00000055531
ENSMUSG00000055538.7	ZCCHC24	ENSMUSG00000055538
ENSMUSG00000055540.15	EPHA6	ENSMUSG00000055540
ENSMUSG00000055561.9	SPINK5	ENSMUSG00000055561
ENSMUSG00000055567.17	UNC80	ENSMUSG00000055567
ENSMUSG00000055612.15	CDCA7	ENSMUSG00000055612
ENSMUSG00000055629.5	B4GALNT4	ENSMUSG00000055629
ENSMUSG00000055632.17	HMCN2	ENSMUSG00000055632
ENSMUSG00000055639.16	DACH1	ENSMUSG00000055639
ENSMUSG00000055652.14	KLHL25	ENSMUSG00000055652
ENSMUSG00000055653.13	GPC3	ENSMUSG00000055653
ENSMUSG00000055660.8	METTL4	ENSMUSG00000055660
ENSMUSG00000055670.14	ZZEF1	ENSMUSG00000055670
ENSMUSG00000055675.6	KBTBD11	ENSMUSG00000055675
ENSMUSG00000055681.14	COPE	ENSMUSG00000055681
ENSMUSG00000055707.13	KLHL26	ENSMUSG00000055707
ENSMUSG00000055717.13	SLAIN1	ENSMUSG00000055717
ENSMUSG00000055720.10	UBL7	ENSMUSG00000055720
ENSMUSG00000055723.6	RRAS2	ENSMUSG00000055723
ENSMUSG00000055725.11	PAQR3	ENSMUSG00000055725
ENSMUSG00000055737.12	GHR	ENSMUSG00000055737
ENSMUSG00000055745.4	LDOC1L	ENSMUSG00000055745
ENSMUSG00000055760.12	GEMIN6	ENSMUSG00000055760
ENSMUSG00000055761.14	NKAIN3	ENSMUSG00000055761
ENSMUSG00000055762.15	EEF1D	ENSMUSG00000055762
ENSMUSG00000055775.16	MYH8	ENSMUSG00000055775
ENSMUSG00000055782.8	ABCD2	ENSMUSG00000055782
ENSMUSG00000055799.13	TCF7L1	ENSMUSG00000055799
ENSMUSG00000055805.14	FMNL1	ENSMUSG00000055805
ENSMUSG00000055811.2	CLDN17	ENSMUSG00000055811
ENSMUSG00000055839.5	TCEB2	ENSMUSG00000055839
ENSMUSG00000055850.12	RNF181	ENSMUSG00000055850
ENSMUSG00000055862.6	IZUMO4	ENSMUSG00000055862
ENSMUSG00000055866.9	PER2	ENSMUSG00000055866
ENSMUSG00000055874.6	FOXI3	ENSMUSG00000055874
ENSMUSG00000055884.7	FANCM	ENSMUSG00000055884
ENSMUSG00000055900.14	TMEM69	ENSMUSG00000055900
ENSMUSG00000055912.8	TMEM150A	ENSMUSG00000055912
ENSMUSG00000055923.16	AASDH	ENSMUSG00000055923
ENSMUSG00000055932.15	FTO	ENSMUSG00000055932
ENSMUSG00000055937.1	KRT28	ENSMUSG00000055937
ENSMUSG00000055943.5	EMC7	ENSMUSG00000055943
ENSMUSG00000055963.12	TRIQK	ENSMUSG00000055963
ENSMUSG00000055976.6	CLDN23	ENSMUSG00000055976
ENSMUSG00000055980.2	IRS1	ENSMUSG00000055980
ENSMUSG00000055991.15	ZKSCAN5	ENSMUSG00000055991
ENSMUSG00000055994.15	NOD2	ENSMUSG00000055994
ENSMUSG00000056043.5	RGS9BP	ENSMUSG00000056043
ENSMUSG00000056050.12	MIA3	ENSMUSG00000056050
ENSMUSG00000056055.13	SAG	ENSMUSG00000056055
ENSMUSG00000056071.12	S100A9	ENSMUSG00000056071
ENSMUSG00000056073.15	GRIK2	ENSMUSG00000056073
ENSMUSG00000056076.13	EIF3B	ENSMUSG00000056076
ENSMUSG00000056078.5	LIPM	ENSMUSG00000056078
ENSMUSG00000056091.12	ST3GAL5	ENSMUSG00000056091
ENSMUSG00000056121.15	FEZ2	ENSMUSG00000056121
ENSMUSG00000056124.5	B4GALT6	ENSMUSG00000056124
ENSMUSG00000056130.9	TICAM2	ENSMUSG00000056130
ENSMUSG00000056131.13	PGM3	ENSMUSG00000056131
ENSMUSG00000056155.6	NANOS3	ENSMUSG00000056155
ENSMUSG00000056162.13	CNDP1	ENSMUSG00000056162
ENSMUSG00000056167.7	CNOT10	ENSMUSG00000056167
ENSMUSG00000056174.8	COL8A2	ENSMUSG00000056174
ENSMUSG00000056201.7	CFL1	ENSMUSG00000056201
ENSMUSG00000056204.8	PGPEP1	ENSMUSG00000056204
ENSMUSG00000056209.7	NPM3	ENSMUSG00000056209
ENSMUSG00000056211.13	R3HDM1	ENSMUSG00000056211
ENSMUSG00000056214.8	PARD6G	ENSMUSG00000056214
ENSMUSG00000056216.9	CEBPG	ENSMUSG00000056216
ENSMUSG00000056220.14	PLA2G4A	ENSMUSG00000056220
ENSMUSG00000056222.14	SPOCK1	ENSMUSG00000056222
ENSMUSG00000056228.10	CARS2	ENSMUSG00000056228
ENSMUSG00000056234.14	NCOA4	ENSMUSG00000056234
ENSMUSG00000056258.8	KCNQ3	ENSMUSG00000056258
ENSMUSG00000056260.15	LRIF1	ENSMUSG00000056260
ENSMUSG00000056268.15	DENND1B	ENSMUSG00000056268
ENSMUSG00000056271.13	LMAN1L	ENSMUSG00000056271
ENSMUSG00000056296.16	SYNPR	ENSMUSG00000056296
ENSMUSG00000056305.4	USP39	ENSMUSG00000056305
ENSMUSG00000056306.5	SERTM1	ENSMUSG00000056306
ENSMUSG00000056328.14	MYH1	ENSMUSG00000056328
ENSMUSG00000056342.16	USP34	ENSMUSG00000056342
ENSMUSG00000056367.14	ACTR3B	ENSMUSG00000056367
ENSMUSG00000056370.15	SFTPB	ENSMUSG00000056370
ENSMUSG00000056380.13	GPR50	ENSMUSG00000056380
ENSMUSG00000056394.17	LIG1	ENSMUSG00000056394
ENSMUSG00000056413.16	ADAP1	ENSMUSG00000056413
ENSMUSG00000056427.10	SLIT3	ENSMUSG00000056427
ENSMUSG00000056459.14	ZBTB25	ENSMUSG00000056459
ENSMUSG00000056476.13	MED12L	ENSMUSG00000056476
ENSMUSG00000056481.6	CD248	ENSMUSG00000056481
ENSMUSG00000056492.5	ADGRF5	ENSMUSG00000056492
ENSMUSG00000056493.9	FOXK1	ENSMUSG00000056493
ENSMUSG00000056494.7	CNGB3	ENSMUSG00000056494
ENSMUSG00000056498.13	TMEM154	ENSMUSG00000056498
ENSMUSG00000056501.3	CEBPB	ENSMUSG00000056501
ENSMUSG00000056515.8	RAB31	ENSMUSG00000056515
ENSMUSG00000056529.7	PTAFR	ENSMUSG00000056529
ENSMUSG00000056531.11	CCDC18	ENSMUSG00000056531
ENSMUSG00000056536.14	PIGN	ENSMUSG00000056536
ENSMUSG00000056553.14	PTPRN2	ENSMUSG00000056553
ENSMUSG00000056569.10	MPZ	ENSMUSG00000056569
ENSMUSG00000056586.8	ZAR1L	ENSMUSG00000056586
ENSMUSG00000056596.8	TRNP1	ENSMUSG00000056596
ENSMUSG00000056602.11	FRY	ENSMUSG00000056602
ENSMUSG00000056605.6	KRT72	ENSMUSG00000056605
ENSMUSG00000056608.14	CHD9	ENSMUSG00000056608
ENSMUSG00000056612.6	PPP1R14B	ENSMUSG00000056612
ENSMUSG00000056629.15	FKBP2	ENSMUSG00000056629
ENSMUSG00000056643.5	CHST13	ENSMUSG00000056643
ENSMUSG00000056648.5	HOXB8	ENSMUSG00000056648
ENSMUSG00000056665.2	THEM6	ENSMUSG00000056665
ENSMUSG00000056666.13	RETSAT	ENSMUSG00000056666
ENSMUSG00000056671.6	PRELID2	ENSMUSG00000056671
ENSMUSG00000056679.13	GPR173	ENSMUSG00000056679
ENSMUSG00000056698.11	ELMOD3	ENSMUSG00000056698
ENSMUSG00000056706.2	KRTAP7-1	ENSMUSG00000056706
ENSMUSG00000056708.5	IER5	ENSMUSG00000056708
ENSMUSG00000056724.14	NBEAL2	ENSMUSG00000056724
ENSMUSG00000056737.14	CAPG	ENSMUSG00000056737
ENSMUSG00000056749.7	NFIL3	ENSMUSG00000056749
ENSMUSG00000056752.16	DNAH9	ENSMUSG00000056752
ENSMUSG00000056755.13	GRM7	ENSMUSG00000056755
ENSMUSG00000056763.16	CSPP1	ENSMUSG00000056763
ENSMUSG00000056770.15	SETD3	ENSMUSG00000056770
ENSMUSG00000056812.13	ST8SIA3	ENSMUSG00000056812
ENSMUSG00000056820.7	TSNAX	ENSMUSG00000056820
ENSMUSG00000056829.3	FOXB2	ENSMUSG00000056829
ENSMUSG00000056832.14	TTC26	ENSMUSG00000056832
ENSMUSG00000056851.13	PCBP2	ENSMUSG00000056851
ENSMUSG00000056854.4	POU3F4	ENSMUSG00000056854
ENSMUSG00000056856.12	JAKMIP3	ENSMUSG00000056856
ENSMUSG00000056870.9	GULP1	ENSMUSG00000056870
ENSMUSG00000056880.12	GADL1	ENSMUSG00000056880
ENSMUSG00000056888.11	GLIPR1	ENSMUSG00000056888
ENSMUSG00000056899.10	IMMP2L	ENSMUSG00000056899
ENSMUSG00000056900.13	USP13	ENSMUSG00000056900
ENSMUSG00000056917.12	SIPA1	ENSMUSG00000056917
ENSMUSG00000056919.9	CEP162	ENSMUSG00000056919
ENSMUSG00000056947.5	MAB21L1	ENSMUSG00000056947
ENSMUSG00000056962.11	JMJD6	ENSMUSG00000056962
ENSMUSG00000056972.6	MAGEL2	ENSMUSG00000056972
ENSMUSG00000056987.7	FAM71D	ENSMUSG00000056987
ENSMUSG00000056999.14	IDE	ENSMUSG00000056999
ENSMUSG00000057054.11	INCA1	ENSMUSG00000057054
ENSMUSG00000057058.16	SKAP1	ENSMUSG00000057058
ENSMUSG00000057060.7	SLC35F3	ENSMUSG00000057060
ENSMUSG00000057068.15	FAM47E	ENSMUSG00000057068
ENSMUSG00000057098.14	EBF1	ENSMUSG00000057098
ENSMUSG00000057123.14	GJA5	ENSMUSG00000057123
ENSMUSG00000057130.11	TXNL4A	ENSMUSG00000057130
ENSMUSG00000057132.15	RPGRIP1	ENSMUSG00000057132
ENSMUSG00000057133.14	CHD6	ENSMUSG00000057133
ENSMUSG00000057134.4	ADO	ENSMUSG00000057134
ENSMUSG00000057135.12	SCIMP	ENSMUSG00000057135
ENSMUSG00000057137.9	TMEM140	ENSMUSG00000057137
ENSMUSG00000057147.13	DPH6	ENSMUSG00000057147
ENSMUSG00000057173.8	RFX8	ENSMUSG00000057173
ENSMUSG00000057176.4	CCDC189	ENSMUSG00000057176
ENSMUSG00000057177.12	GSK3A	ENSMUSG00000057177
ENSMUSG00000057182.14	SCN3A	ENSMUSG00000057182
ENSMUSG00000057193.8	SLC44A2	ENSMUSG00000057193
ENSMUSG00000057219.11	ARMC7	ENSMUSG00000057219
ENSMUSG00000057228.6	AADAT	ENSMUSG00000057228
ENSMUSG00000057229.11	ATP5SL	ENSMUSG00000057229
ENSMUSG00000057230.13	AAK1	ENSMUSG00000057230
ENSMUSG00000057234.9	METTL15	ENSMUSG00000057234
ENSMUSG00000057240.14	MS4A13	ENSMUSG00000057240
ENSMUSG00000057278.8	SNRPG	ENSMUSG00000057278
ENSMUSG00000057280.15	MUSK	ENSMUSG00000057280
ENSMUSG00000057315.14	ARHGAP24	ENSMUSG00000057315
ENSMUSG00000057322.12	RPL38	ENSMUSG00000057322
ENSMUSG00000057329.7	BCL2	ENSMUSG00000057329
ENSMUSG00000057335.11	CEP170	ENSMUSG00000057335
ENSMUSG00000057337.13	CHST3	ENSMUSG00000057337
ENSMUSG00000057342.15	SPHK2	ENSMUSG00000057342
ENSMUSG00000057363.12	UXS1	ENSMUSG00000057363
ENSMUSG00000057375.13	YIPF1	ENSMUSG00000057375
ENSMUSG00000057378.15	RYR3	ENSMUSG00000057378
ENSMUSG00000057421.12	LAS1L	ENSMUSG00000057421
ENSMUSG00000057440.7	MPP7	ENSMUSG00000057440
ENSMUSG00000057454.5	LYPD3	ENSMUSG00000057454
ENSMUSG00000057455.12	RIT2	ENSMUSG00000057455
ENSMUSG00000057457.11	PHEX	ENSMUSG00000057457
ENSMUSG00000057469.7	E2F6	ENSMUSG00000057469
ENSMUSG00000057497.8	FAM136A	ENSMUSG00000057497
ENSMUSG00000057506.4	BLOC1S2	ENSMUSG00000057506
ENSMUSG00000057530.14	ECE1	ENSMUSG00000057530
ENSMUSG00000057531.13	DTNBP1	ENSMUSG00000057531
ENSMUSG00000057541.14	PUS7	ENSMUSG00000057541
ENSMUSG00000057554.13	LGALS8	ENSMUSG00000057554
ENSMUSG00000057594.12	ARL16	ENSMUSG00000057594
ENSMUSG00000057604.9	LMCD1	ENSMUSG00000057604
ENSMUSG00000057606.14	COLQ	ENSMUSG00000057606
ENSMUSG00000057614.6	GNAI1	ENSMUSG00000057614
ENSMUSG00000057615.5	LDOC1	ENSMUSG00000057615
ENSMUSG00000057637.13	PRDM2	ENSMUSG00000057637
ENSMUSG00000057649.5	BRD9	ENSMUSG00000057649
ENSMUSG00000057666.18	GAPDH	ENSMUSG00000057666
ENSMUSG00000057706.7	MEX3B	ENSMUSG00000057706
ENSMUSG00000057719.10	SH3RF2	ENSMUSG00000057719
ENSMUSG00000057722.17	LEPR	ENSMUSG00000057722
ENSMUSG00000057738.13	SPTAN1	ENSMUSG00000057738
ENSMUSG00000057766.13	ANKRD29	ENSMUSG00000057766
ENSMUSG00000057777.4	MAB21L2	ENSMUSG00000057777
ENSMUSG00000057778.14	CYB5D2	ENSMUSG00000057778
ENSMUSG00000057788.13	DDX49	ENSMUSG00000057788
ENSMUSG00000057789.13	BAK1	ENSMUSG00000057789
ENSMUSG00000057863.5	RPL36	ENSMUSG00000057863
ENSMUSG00000057880.12	ABAT	ENSMUSG00000057880
ENSMUSG00000057897.14	CAMK2B	ENSMUSG00000057897
ENSMUSG00000057899.6	ADGRF2	ENSMUSG00000057899
ENSMUSG00000057914.15	CACNB2	ENSMUSG00000057914
ENSMUSG00000057948.12	UNC13D	ENSMUSG00000057948
ENSMUSG00000057963.9	ITPK1	ENSMUSG00000057963
ENSMUSG00000057967.12	FGF18	ENSMUSG00000057967
ENSMUSG00000057969.15	SEMA3B	ENSMUSG00000057969
ENSMUSG00000058006.12	MDN1	ENSMUSG00000058006
ENSMUSG00000058022.13	ADTRP	ENSMUSG00000058022
ENSMUSG00000058056.16	PALLD	ENSMUSG00000058056
ENSMUSG00000058070.14	EML1	ENSMUSG00000058070
ENSMUSG00000058076.12	SDHC	ENSMUSG00000058076
ENSMUSG00000058099.15	NFAM1	ENSMUSG00000058099
ENSMUSG00000058145.16	ADAMTS17	ENSMUSG00000058145
ENSMUSG00000058152.7	CHSY3	ENSMUSG00000058152
ENSMUSG00000058153.15	SEZ6L	ENSMUSG00000058153
ENSMUSG00000058173.12	SMCO4	ENSMUSG00000058173
ENSMUSG00000058183.14	MMEL1	ENSMUSG00000058183
ENSMUSG00000058230.12	ARHGAP35	ENSMUSG00000058230
ENSMUSG00000058239.13	USF2	ENSMUSG00000058239
ENSMUSG00000058240.13	CRYZL1	ENSMUSG00000058240
ENSMUSG00000058254.12	TSPAN7	ENSMUSG00000058254
ENSMUSG00000058260.2	SERPINA9	ENSMUSG00000058260
ENSMUSG00000058267.13	MRPS14	ENSMUSG00000058267
ENSMUSG00000058290.3	ESPL1	ENSMUSG00000058290
ENSMUSG00000058297.16	SPOCK2	ENSMUSG00000058297
ENSMUSG00000058298.7	MCM9	ENSMUSG00000058298
ENSMUSG00000058301.8	UPF1	ENSMUSG00000058301
ENSMUSG00000058318.15	PHF21A	ENSMUSG00000058318
ENSMUSG00000058325.6	DOCK1	ENSMUSG00000058325
ENSMUSG00000058351.10	SMIM4	ENSMUSG00000058351
ENSMUSG00000058355.8	ABCE1	ENSMUSG00000058355
ENSMUSG00000058388.14	PHTF1	ENSMUSG00000058388
ENSMUSG00000058392.12	RRP1B	ENSMUSG00000058392
ENSMUSG00000058396.7	GPR182	ENSMUSG00000058396
ENSMUSG00000058400.13	QRFPR	ENSMUSG00000058400
ENSMUSG00000058407.12	TXNDC9	ENSMUSG00000058407
ENSMUSG00000058420.8	SYT17	ENSMUSG00000058420
ENSMUSG00000058440.14	NRF1	ENSMUSG00000058440
ENSMUSG00000058441.7	PANX2	ENSMUSG00000058441
ENSMUSG00000058444.8	MAP2K5	ENSMUSG00000058444
ENSMUSG00000058446.14	ZNRF2	ENSMUSG00000058446
ENSMUSG00000058454.15	DHCR7	ENSMUSG00000058454
ENSMUSG00000058486.11	WDR91	ENSMUSG00000058486
ENSMUSG00000058488.7	KL	ENSMUSG00000058488
ENSMUSG00000058498.12	RNF207	ENSMUSG00000058498
ENSMUSG00000058503.11	FAM133B	ENSMUSG00000058503
ENSMUSG00000058569.7	TMED9	ENSMUSG00000058569
ENSMUSG00000058571.10	GPC6	ENSMUSG00000058571
ENSMUSG00000058587.8	TMOD3	ENSMUSG00000058587
ENSMUSG00000058589.14	ANKS1B	ENSMUSG00000058589
ENSMUSG00000058594.15	FBXO18	ENSMUSG00000058594
ENSMUSG00000058620.5	ADRA2B	ENSMUSG00000058620
ENSMUSG00000058624.12	GDA	ENSMUSG00000058624
ENSMUSG00000058656.12	SAMD12	ENSMUSG00000058656
ENSMUSG00000058665.8	EN1	ENSMUSG00000058665
ENSMUSG00000058690.14	CCSER2	ENSMUSG00000058690
ENSMUSG00000058704.7	MEMO1	ENSMUSG00000058704
ENSMUSG00000058709.11	EGLN2	ENSMUSG00000058709
ENSMUSG00000058715.11	FCER1G	ENSMUSG00000058715
ENSMUSG00000058740.14	KCNT1	ENSMUSG00000058740
ENSMUSG00000058741.4	PRR19	ENSMUSG00000058741
ENSMUSG00000058743.6	KCNJ14	ENSMUSG00000058743
ENSMUSG00000058756.13	THRA	ENSMUSG00000058756
ENSMUSG00000058761.5	RNF169	ENSMUSG00000058761
ENSMUSG00000058793.14	CDS2	ENSMUSG00000058793
ENSMUSG00000058794.12	NFE2	ENSMUSG00000058794
ENSMUSG00000058806.14	COL13A1	ENSMUSG00000058806
ENSMUSG00000058831.13	OPN1SW	ENSMUSG00000058831
ENSMUSG00000058886.9	DEAF1	ENSMUSG00000058886
ENSMUSG00000058897.17	COL25A1	ENSMUSG00000058897
ENSMUSG00000058908.14	PLA2G2A	ENSMUSG00000058908
ENSMUSG00000058952.12	CFI	ENSMUSG00000058952
ENSMUSG00000058966.13	FAM57B	ENSMUSG00000058966
ENSMUSG00000058975.7	KCNC1	ENSMUSG00000058975
ENSMUSG00000058997.7	VWA8	ENSMUSG00000058997
ENSMUSG00000059003.12	GRIN2A	ENSMUSG00000059003
ENSMUSG00000059005.13	HNRNPA3	ENSMUSG00000059005
ENSMUSG00000059013.12	SH2D3C	ENSMUSG00000059013
ENSMUSG00000059049.14	FREM1	ENSMUSG00000059049
ENSMUSG00000059077.6	PTH	ENSMUSG00000059077
ENSMUSG00000059114.7	LRRC74A	ENSMUSG00000059114
ENSMUSG00000059119.9	NAP1L4	ENSMUSG00000059119
ENSMUSG00000059146.12	NTRK3	ENSMUSG00000059146
ENSMUSG00000059169.9	KRT40	ENSMUSG00000059169
ENSMUSG00000059173.19	PDE1A	ENSMUSG00000059173
ENSMUSG00000059182.7	SKAP2	ENSMUSG00000059182
ENSMUSG00000059183.12	MTFMT	ENSMUSG00000059183
ENSMUSG00000059201.12	LEP	ENSMUSG00000059201
ENSMUSG00000059203.10	IL1RAPL2	ENSMUSG00000059203
ENSMUSG00000059213.6	DDN	ENSMUSG00000059213
ENSMUSG00000059246.4	FOXB1	ENSMUSG00000059246
ENSMUSG00000059263.9	USP47	ENSMUSG00000059263
ENSMUSG00000059278.9	NAA38	ENSMUSG00000059278
ENSMUSG00000059288.13	CDYL	ENSMUSG00000059288
ENSMUSG00000059291.15	RPL11	ENSMUSG00000059291
ENSMUSG00000059305.10	VPREB1	ENSMUSG00000059305
ENSMUSG00000059316.2	SLC27A4	ENSMUSG00000059316
ENSMUSG00000059327.9	EDA	ENSMUSG00000059327
ENSMUSG00000059336.14	SLC14A1	ENSMUSG00000059336
ENSMUSG00000059355.13	WDR83OS	ENSMUSG00000059355
ENSMUSG00000059361.6	NRSN2	ENSMUSG00000059361
ENSMUSG00000059363.10	FXN	ENSMUSG00000059363
ENSMUSG00000059383.14	GFRAL	ENSMUSG00000059383
ENSMUSG00000059401.13	MAMLD1	ENSMUSG00000059401
ENSMUSG00000059406.7	TMPRSS9	ENSMUSG00000059406
ENSMUSG00000059409.8	PPP2R5D	ENSMUSG00000059409
ENSMUSG00000059430.14	ACTG2	ENSMUSG00000059430
ENSMUSG00000059434.8	GCKR	ENSMUSG00000059434
ENSMUSG00000059439.15	BCAS3	ENSMUSG00000059439
ENSMUSG00000059447.13	HADHB	ENSMUSG00000059447
ENSMUSG00000059455.2	PLAC8L1	ENSMUSG00000059455
ENSMUSG00000059456.13	PTK2B	ENSMUSG00000059456
ENSMUSG00000059474.13	MBTD1	ENSMUSG00000059474
ENSMUSG00000059479.7	B3GNT8	ENSMUSG00000059479
ENSMUSG00000059481.4	PLG	ENSMUSG00000059481
ENSMUSG00000059486.11	KBTBD2	ENSMUSG00000059486
ENSMUSG00000059493.13	NHS	ENSMUSG00000059493
ENSMUSG00000059518.14	ZNHIT1	ENSMUSG00000059518
ENSMUSG00000059534.8	UQCR10	ENSMUSG00000059534
ENSMUSG00000059540.15	TCEA2	ENSMUSG00000059540
ENSMUSG00000059554.12	CCDC28A	ENSMUSG00000059554
ENSMUSG00000059555.6	TOR4A	ENSMUSG00000059555
ENSMUSG00000059562.14	CCDC154	ENSMUSG00000059562
ENSMUSG00000059586.9	NSMCE2	ENSMUSG00000059586
ENSMUSG00000059588.13	CALCRL	ENSMUSG00000059588
ENSMUSG00000059602.14	SYN3	ENSMUSG00000059602
ENSMUSG00000059668.5	KRT4	ENSMUSG00000059668
ENSMUSG00000059669.7	TAF1B	ENSMUSG00000059669
ENSMUSG00000059674.6	CDH24	ENSMUSG00000059674
ENSMUSG00000059713.12	RCAN3	ENSMUSG00000059713
ENSMUSG00000059714.13	FLOT1	ENSMUSG00000059714
ENSMUSG00000059734.6	NDUFS8	ENSMUSG00000059734
ENSMUSG00000059741.13	MYL3	ENSMUSG00000059741
ENSMUSG00000059742.10	KCNH7	ENSMUSG00000059742
ENSMUSG00000059743.12	FDPS	ENSMUSG00000059743
ENSMUSG00000059791.14	NRM	ENSMUSG00000059791
ENSMUSG00000059796.16	EIF4A1	ENSMUSG00000059796
ENSMUSG00000059811.12	ATL2	ENSMUSG00000059811
ENSMUSG00000059816.5	FAM159A	ENSMUSG00000059816
ENSMUSG00000059824.12	DBP	ENSMUSG00000059824
ENSMUSG00000059834.12	SCLT1	ENSMUSG00000059834
ENSMUSG00000059851.15	KMT5C	ENSMUSG00000059851
ENSMUSG00000059852.7	KCNG2	ENSMUSG00000059852
ENSMUSG00000059857.15	NTNG1	ENSMUSG00000059857
ENSMUSG00000059866.13	TNIP2	ENSMUSG00000059866
ENSMUSG00000059883.16	IRAK4	ENSMUSG00000059883
ENSMUSG00000059891.14	TSKS	ENSMUSG00000059891
ENSMUSG00000059895.12	PTP4A3	ENSMUSG00000059895
ENSMUSG00000059898.8	DSC3	ENSMUSG00000059898
ENSMUSG00000059900.14	TMEM40	ENSMUSG00000059900
ENSMUSG00000059901.12	ADAMTS14	ENSMUSG00000059901
ENSMUSG00000059921.15	UNC5C	ENSMUSG00000059921
ENSMUSG00000059923.13	GRB2	ENSMUSG00000059923
ENSMUSG00000059956.14	SERPINB12	ENSMUSG00000059956
ENSMUSG00000059974.10	NTM	ENSMUSG00000059974
ENSMUSG00000059981.12	TAOK2	ENSMUSG00000059981
ENSMUSG00000059991.7	NPTX2	ENSMUSG00000059991
ENSMUSG00000060002.14	CHPT1	ENSMUSG00000060002
ENSMUSG00000060012.7	KIF13B	ENSMUSG00000060012
ENSMUSG00000060032.6	H2AFJ	ENSMUSG00000060032
ENSMUSG00000060036.13	RPL3	ENSMUSG00000060036
ENSMUSG00000060038.14	DHPS	ENSMUSG00000060038
ENSMUSG00000060044.7	TMEM26	ENSMUSG00000060044
ENSMUSG00000060063.9	ALOX5AP	ENSMUSG00000060063
ENSMUSG00000060073.9	PSMA3	ENSMUSG00000060073
ENSMUSG00000060090.16	RP2	ENSMUSG00000060090
ENSMUSG00000060098.11	PRMT7	ENSMUSG00000060098
ENSMUSG00000060121.15	GEMIN2	ENSMUSG00000060121
ENSMUSG00000060126.14	TPT1	ENSMUSG00000060126
ENSMUSG00000060131.11	ATP8B4	ENSMUSG00000060131
ENSMUSG00000060152.14	POP5	ENSMUSG00000060152
ENSMUSG00000060166.5	ZDHHC8	ENSMUSG00000060166
ENSMUSG00000060176.3	KIF27	ENSMUSG00000060176
ENSMUSG00000060180.12	MYH13	ENSMUSG00000060180
ENSMUSG00000060181.5	SLC35E3	ENSMUSG00000060181
ENSMUSG00000060183.6	CXCL11	ENSMUSG00000060183
ENSMUSG00000060188.6	CXCL17	ENSMUSG00000060188
ENSMUSG00000060201.4	SPINK7	ENSMUSG00000060201
ENSMUSG00000060212.13	PCNX2	ENSMUSG00000060212
ENSMUSG00000060216.15	ARRB2	ENSMUSG00000060216
ENSMUSG00000060224.3	PYROXD2	ENSMUSG00000060224
ENSMUSG00000060240.12	CEND1	ENSMUSG00000060240
ENSMUSG00000060257.2	SCRT2	ENSMUSG00000060257
ENSMUSG00000060260.13	PWWP2B	ENSMUSG00000060260
ENSMUSG00000060261.15	GTF2I	ENSMUSG00000060261
ENSMUSG00000060275.11	NRG2	ENSMUSG00000060275
ENSMUSG00000060279.14	AP2A1	ENSMUSG00000060279
ENSMUSG00000060284.6	SP7	ENSMUSG00000060284
ENSMUSG00000060288.13	PPIH	ENSMUSG00000060288
ENSMUSG00000060332.9	TMC2	ENSMUSG00000060332
ENSMUSG00000060371.12	CALN1	ENSMUSG00000060371
ENSMUSG00000060373.14	HNRNPC	ENSMUSG00000060373
ENSMUSG00000060376.7	BCKDHA	ENSMUSG00000060376
ENSMUSG00000060402.7	CHST8	ENSMUSG00000060402
ENSMUSG00000060429.11	SNTB1	ENSMUSG00000060429
ENSMUSG00000060445.11	SYCP2	ENSMUSG00000060445
ENSMUSG00000060450.13	RNF14	ENSMUSG00000060450
ENSMUSG00000060470.7	ADGRG3	ENSMUSG00000060470
ENSMUSG00000060475.12	WTAP	ENSMUSG00000060475
ENSMUSG00000060477.14	IRAK2	ENSMUSG00000060477
ENSMUSG00000060487.5	SAMD5	ENSMUSG00000060487
ENSMUSG00000060499.7	RPL10L	ENSMUSG00000060499
ENSMUSG00000060509.4	XCR1	ENSMUSG00000060509
ENSMUSG00000060519.11	TOR3A	ENSMUSG00000060519
ENSMUSG00000060534.15	DCC	ENSMUSG00000060534
ENSMUSG00000060538.14	TMEM219	ENSMUSG00000060538
ENSMUSG00000060548.12	TNFRSF19	ENSMUSG00000060548
ENSMUSG00000060568.14	FAM78B	ENSMUSG00000060568
ENSMUSG00000060572.17	MFAP2	ENSMUSG00000060572
ENSMUSG00000060579.12	FHIT	ENSMUSG00000060579
ENSMUSG00000060594.6	LAYN	ENSMUSG00000060594
ENSMUSG00000060600.15	ENO3	ENSMUSG00000060600
ENSMUSG00000060601.13	NR1H2	ENSMUSG00000060601
ENSMUSG00000060621.6	NKPD1	ENSMUSG00000060621
ENSMUSG00000060636.13	RPL35A	ENSMUSG00000060636
